nfl_id,player_name,player_position,targets,catches,catch_rate,avg_crp,high_pressure_pct,avg_air_yards,expected_catch_rate,avg_yards,croe_v3,rank
54473,Drake London,WR,96,65,0.6771,0.2646,0.2708,12.1354,0.6183,9.25,0.0588,23
55943,Tucker Kraft,TE,33,28,0.8485,0.1299,0.1212,5.303,0.79,10.0909,0.0585,24
42363,Nelson Agholor,WR,36,29,0.8056,0.1897,0.1667,10.4167,0.7488,9.5278,0.0568,25
44879,Alvin Kamara,RB,64,55,0.8594,0.1173,0.0781,1.4375,0.803,6.0312,0.0564,26
53439,DeVonta Smith,WR,91,68,0.7473,0.2554,0.2088,13.8022,0.694,11.1758,0.0533,27
53453,Najee Harris,RB,30,27,0.9,0.1105,0.1,0.7333,0.8468,5.4667,0.0532,28
41246,Brandin Cooks,WR,67,50,0.7463,0.3289,0.3582,11.5522,0.6934,9.3284,0.0529,29
47834,A.J. Brown,WR,136,101,0.7426,0.2573,0.2059,11.75,0.6944,10.4265,0.0483,30
44896,Chris Godwin Jr.,WR,103,72,0.699,0.2398,0.2233,10.4078,0.6519,9.466,0.0471,31
55938,Jalin Hyatt,WR,33,21,0.6364,0.3964,0.4545,19.5758,0.5893,10.7273,0.047,32
41233,Mike Evans,WR,118,76,0.6441,0.2707,0.2034,14.4322,0.5973,10.322,0.0467,33
54517,George Pickens,WR,88,59,0.6705,0.2894,0.3182,12.9545,0.6239,12.5341,0.0465,34
40488,Adam Thielen,WR,122,91,0.7459,0.2104,0.2049,8.4016,0.7003,7.8361,0.0456,35
43324,Hunter Henry,TE,56,40,0.7143,0.3561,0.2857,8.6607,0.6687,7.125,0.0455,36
48097,Jakobi Meyers,WR,88,60,0.6818,0.2975,0.3068,10.6705,0.6366,8.7727,0.0452,37
42412,Tyler Lockett,WR,97,72,0.7423,0.2362,0.2165,11.4845,0.6975,9.0412,0.0448,38
55887,Jordan Addison,WR,88,66,0.75,0.23,0.1932,12.1136,0.7059,10.2159,0.0441,39
41349,Logan Thomas,TE,68,52,0.7647,0.2704,0.25,6.5588,0.7211,6.75,0.0436,40
44835,Evan Engram,TE,112,91,0.8125,0.174,0.1429,6.1786,0.7692,7.6964,0.0433,41
43336,Michael Thomas,WR,56,39,0.6964,0.3647,0.3571,9.875,0.6552,8.0,0.0412,42
54520,Trey McBride,TE,82,66,0.8049,0.2143,0.1707,7.5976,0.7638,8.3537,0.041,43
55915,Jayden Reed,WR,69,47,0.6812,0.2061,0.1594,13.2174,0.6417,10.3188,0.0395,44
45244,Taysom Hill,QB,35,31,0.8857,0.2435,0.2571,5.7429,0.8498,8.0286,0.036,45
46830,Brandon Powell,WR,38,26,0.6842,0.2393,0.1842,9.0263,0.649,8.0263,0.0353,46
52942,Juwan Johnson,TE,48,34,0.7083,0.2316,0.1875,7.9167,0.6743,6.8542,0.0341,47
48456,Donald Parham,TE,38,26,0.6842,0.2704,0.2368,7.9737,0.6515,7.3158,0.0328,48
41238,Odell Beckham,WR,55,35,0.6364,0.2296,0.2182,13.4909,0.6038,10.3273,0.0326,49
53506,Josh Palmer,WR,49,32,0.6531,0.3182,0.2653,12.2857,0.622,11.2245,0.031,50
46155,Mark Andrews,TE,54,41,0.7593,0.2435,0.2222,8.2963,0.7285,9.9074,0.0308,51
52615,Isaiah Hodgins,WR,32,21,0.6562,0.2749,0.2188,8.375,0.6261,7.625,0.0301,52
46226,Tyler Conklin,TE,74,57,0.7703,0.2148,0.2027,7.3378,0.7405,7.9865,0.0297,53
52536,Gabe Davis,WR,65,42,0.6462,0.2602,0.2308,14.6615,0.6169,10.6769,0.0292,54
53541,Amon-Ra St. Brown,WR,136,101,0.7426,0.2295,0.1912,9.4412,0.7137,10.3015,0.029,55
53591,Noah Gray,TE,38,28,0.7368,0.1712,0.1579,6.6053,0.7081,7.8421,0.0288,56
43344,Tyler Boyd,WR,74,56,0.7568,0.2693,0.2432,7.7973,0.7283,8.6757,0.0285,57
55899,Sam LaPorta,TE,112,83,0.7411,0.19,0.1696,7.375,0.7126,8.2054,0.0284,58
43584,Kalif Raymond,WR,33,25,0.7576,0.2058,0.1515,11.303,0.7324,11.2424,0.0252,59
39983,Zach Ertz,TE,34,25,0.7353,0.2351,0.2941,7.6471,0.7102,5.4412,0.0251,60
53435,Jaylen Waddle,WR,82,57,0.6951,0.2581,0.3171,12.1951,0.6713,11.0854,0.0238,61
46192,Durham Smythe,TE,42,35,0.8333,0.1438,0.119,6.7381,0.8102,8.7143,0.0232,62
54597,Romeo Doubs,WR,82,54,0.6585,0.3171,0.2805,12.622,0.6366,7.9634,0.0219,63
55889,Dalton Kincaid,TE,78,65,0.8333,0.138,0.1154,6.1282,0.8116,7.9359,0.0217,64
56024,Dontayvion Wicks,WR,47,33,0.7021,0.1704,0.1489,11.1489,0.682,11.2553,0.0201,65
43454,Tyreek Hill,WR,128,91,0.7109,0.2408,0.2188,13.6641,0.6923,12.6328,0.0187,66
46109,Courtland Sutton,WR,81,57,0.7037,0.2775,0.2469,11.5679,0.6855,9.0,0.0182,67
44912,Jonnu Smith,TE,54,40,0.7407,0.2071,0.2037,7.0556,0.7241,8.0926,0.0167,68
40011,Travis Kelce,TE,96,75,0.7812,0.1632,0.1667,7.8333,0.7656,8.9896,0.0157,69
42489,Stefon Diggs,WR,123,84,0.6829,0.2389,0.2276,10.6992,0.6678,8.2683,0.0151,70
47791,T.J. Hockenson,TE,117,91,0.7778,0.2285,0.2137,8.0342,0.7633,7.8718,0.0145,71
53074,Nick Westbrook-Ikhine,WR,38,27,0.7105,0.2351,0.2105,11.1316,0.6965,9.5,0.014,72
54528,James Cook,RB,42,35,0.8333,0.1254,0.0952,4.0476,0.8194,9.7381,0.0139,73
53454,Travis Etienne,RB,40,35,0.875,0.0636,0.075,1.85,0.8611,8.075,0.0139,74
47803,Noah Fant,TE,40,31,0.775,0.1861,0.15,7.3,0.7625,10.1,0.0125,75
40024,Keenan Allen,WR,128,95,0.7422,0.175,0.1641,10.6172,0.7298,9.3906,0.0124,76
56042,Puka Nacua,WR,128,88,0.6875,0.2454,0.2266,10.3828,0.6765,10.6797,0.011,77
46116,Christian Kirk,WR,68,48,0.7059,0.1971,0.1618,11.5588,0.6953,10.3676,0.0105,78
46206,Dalton Schultz,TE,77,55,0.7143,0.149,0.1169,7.9091,0.7064,7.7532,0.0079,79
46071,Saquon Barkley,RB,41,31,0.7561,0.1206,0.122,3.7805,0.7484,6.2683,0.0077,80
44930,Josh Reynolds,WR,55,36,0.6545,0.2602,0.2364,12.1273,0.6491,10.8364,0.0054,81
44852,Curtis Samuel,WR,66,49,0.7424,0.2676,0.2576,8.0,0.737,7.8939,0.0054,82
47859,Terry McLaurin,WR,109,68,0.6239,0.3511,0.3394,13.0,0.6187,8.5596,0.0051,83
47911,Tony Pollard,RB,49,39,0.7959,0.1302,0.102,1.7755,0.791,4.7347,0.0049,84
55884,Jaxon Smith-Njigba,WR,62,41,0.6613,0.2365,0.2581,8.8387,0.6571,7.6129,0.0042,85
54475,Garrett Wilson,WR,137,85,0.6204,0.3062,0.2774,10.2628,0.6167,7.2993,0.0037,86
52423,Jerry Jeudy,WR,67,44,0.6567,0.2596,0.2239,14.7463,0.6542,10.7761,0.0025,87
42547,Darren Waller,TE,68,50,0.7353,0.2007,0.1912,7.8824,0.7329,7.7059,0.0023,88
54905,Jaylen Warren,RB,42,36,0.8571,0.1034,0.0952,-0.6429,0.8553,4.7381,0.0019,89
53433,Kyle Pitts,TE,79,50,0.6329,0.2306,0.1772,11.8861,0.6315,7.2405,0.0014,90
55920,Rashee Rice,WR,73,55,0.7534,0.143,0.137,7.4247,0.7527,10.5753,0.0007,91
46111,Mike Gesicki,TE,38,28,0.7368,0.2598,0.2368,7.9474,0.7362,6.1316,0.0007,92
46095,Calvin Ridley,WR,111,66,0.5946,0.269,0.2342,13.8018,0.5948,8.4234,-0.0002,93
44874,JuJu Smith-Schuster,WR,34,22,0.6471,0.3091,0.3235,9.7353,0.6486,6.7353,-0.0015,94
55133,Rashid Shaheed,WR,54,36,0.6667,0.2487,0.2407,15.2037,0.6694,12.1111,-0.0027,95
46150,Michael Gallup,WR,49,30,0.6122,0.3558,0.3265,12.0612,0.615,8.4082,-0.0028,96
42357,DeVante Parker,WR,47,28,0.5957,0.3792,0.3617,13.3191,0.5986,7.7234,-0.0028,97
47808,Marquise Brown,WR,80,47,0.5875,0.3531,0.3875,12.375,0.591,6.625,-0.0035,98
47954,Darius Slayton,WR,65,44,0.6769,0.2344,0.1846,12.5846,0.6813,10.3538,-0.0044,99
54594,Jake Ferguson,TE,87,64,0.7356,0.2165,0.2069,6.1724,0.7401,8.5632,-0.0044,100
47847,DK Metcalf,WR,93,60,0.6452,0.2909,0.2796,12.4301,0.6506,11.0,-0.0055,101
53434,Ja'Marr Chase,WR,105,71,0.6762,0.274,0.2381,11.0667,0.6819,10.0286,-0.0058,102
46118,Dallas Goedert,TE,60,44,0.7333,0.225,0.2333,7.0833,0.7391,8.2667,-0.0058,103
43399,Tyler Higbee,TE,59,43,0.7288,0.1878,0.1525,6.6441,0.7348,7.8814,-0.006,104
55876,Jahmyr Gibbs,RB,51,40,0.7843,0.0876,0.0588,1.6078,0.7915,4.3922,-0.0072,105
52443,D'Andre Swift,RB,30,24,0.8,0.0605,0.0667,2.2,0.8076,3.9,-0.0076,106
46130,D.J. Chark,WR,51,30,0.5882,0.2827,0.2157,14.902,0.5967,9.3529,-0.0085,107
54481,Jahan Dotson,WR,69,46,0.6667,0.2668,0.2609,9.8261,0.6757,7.5362,-0.009,108
47836,Miles Sanders,RB,30,23,0.7667,0.0622,0.0,1.3,0.7768,4.3,-0.0101,109
55934,Tank Dell,WR,68,46,0.6765,0.2098,0.2059,14.7353,0.6873,10.3824,-0.0108,110
44881,Cooper Kupp,WR,83,54,0.6506,0.2089,0.1928,9.0482,0.6634,8.6867,-0.0128,111
55944,Josh Downs,WR,80,58,0.725,0.2002,0.2,7.4,0.7385,8.65,-0.0135,112
54476,Chris Olave,WR,121,78,0.6446,0.2202,0.1901,13.6364,0.6581,8.7934,-0.0135,113
55886,Zay Flowers,WR,76,54,0.7105,0.137,0.1184,11.9211,0.7251,10.2237,-0.0146,114
54571,Cade Otton,TE,62,45,0.7258,0.1716,0.1452,6.371,0.7413,7.0,-0.0155,115
46213,Justin Watson,WR,45,24,0.5333,0.3206,0.2444,18.1333,0.5497,9.4,-0.0164,116
54501,Breece Hall,RB,58,47,0.8103,0.0574,0.0172,1.1724,0.8281,7.5517,-0.0177,117
54608,Chig Okonkwo,TE,60,45,0.75,0.1916,0.2167,7.9667,0.7689,7.85,-0.0189,118
44959,George Kittle,TE,83,62,0.747,0.2126,0.1928,9.7831,0.7685,12.0482,-0.0215,119
55900,Michael Mayer,TE,36,27,0.75,0.1595,0.1389,6.1667,0.7719,8.8611,-0.0219,120
48646,Greg Dortch,WR,34,22,0.6471,0.266,0.2353,9.5882,0.6704,7.9706,-0.0233,121
39973,DeAndre Hopkins,WR,110,67,0.6091,0.3247,0.3,14.7,0.6333,9.2727,-0.0242,122
54604,Isaiah Likely,TE,35,27,0.7714,0.1535,0.1429,7.5714,0.7988,11.0571,-0.0274,123
55907,Luke Musgrave,TE,37,26,0.7027,0.088,0.0541,8.2973,0.732,7.5135,-0.0293,124
54508,Wan'Dale Robinson,WR,62,49,0.7903,0.0904,0.0484,5.8226,0.8215,7.6129,-0.0312,125
55917,Zach Charbonnet,RB,33,27,0.8182,0.0483,0.0606,-0.1515,0.8497,4.0303,-0.0316,126
55885,Quentin Johnston,WR,53,29,0.5472,0.3602,0.3962,14.283,0.5788,6.8113,-0.0316,127
47849,Diontae Johnson,WR,73,42,0.5753,0.2373,0.2192,13.6301,0.607,9.0137,-0.0316,128
54621,Jerome Ford,RB,44,33,0.75,0.1139,0.1136,1.6591,0.7819,6.9773,-0.0319,129
43370,Austin Hooper,TE,30,24,0.8,0.0997,0.0667,4.3667,0.8335,7.4333,-0.0335,130
41282,Davante Adams,WR,150,94,0.6267,0.2027,0.1533,10.9933,0.6626,7.1667,-0.036,131
46277,Cedrick Wilson Jr.,WR,36,21,0.5833,0.2942,0.3611,11.0556,0.6206,7.6944,-0.0373,132
53464,Javonte Williams,RB,41,34,0.8293,0.0078,0.0,-0.3659,0.8677,4.4878,-0.0384,133
52465,Van Jefferson,WR,35,18,0.5143,0.2895,0.2571,17.2857,0.5547,5.9429,-0.0404,134
53484,Pat Freiermuth,TE,39,29,0.7436,0.2022,0.1795,7.4872,0.7841,7.8205,-0.0405,135
47819,Deebo Samuel Sr.,WR,66,44,0.6667,0.1827,0.2273,8.8788,0.708,10.6364,-0.0414,136
55939,Cedric Tillman,WR,33,19,0.5758,0.2442,0.2424,11.5152,0.6217,6.9394,-0.0459,137
53486,Tutu Atwell,WR,56,33,0.5893,0.2285,0.1786,12.5179,0.6365,8.2143,-0.0473,138
52584,K.J. Osborn,WR,61,41,0.6721,0.2707,0.2623,10.2787,0.7196,8.459,-0.0475,139
53556,Kylen Granson,TE,43,27,0.6279,0.2558,0.3256,9.8372,0.6774,8.6047,-0.0495,140
53456,Rashod Bateman,WR,50,30,0.6,0.2449,0.2,14.16,0.6512,6.88,-0.0512,141
54518,Alec Pierce,WR,60,32,0.5333,0.4185,0.45,14.95,0.5849,8.8167,-0.0516,142
44849,Zay Jones,WR,53,30,0.566,0.2728,0.2075,12.8491,0.6178,5.3774,-0.0518,143
43293,Ezekiel Elliott,RB,34,26,0.7647,0.1484,0.1471,1.7353,0.8174,4.9412,-0.0527,144
44841,David Njoku,TE,96,64,0.6667,0.2462,0.25,5.8125,0.7205,8.0521,-0.0538,145
54499,Christian Watson,WR,44,25,0.5682,0.209,0.1818,15.5909,0.6229,8.4091,-0.0547,146
47807,Josh Jacobs,RB,37,28,0.7568,0.0588,0.0541,1.5405,0.8163,7.3514,-0.0595,147
52581,Darnell Mooney,WR,41,23,0.561,0.286,0.2683,12.3415,0.6229,9.4878,-0.0619,148
44856,Gerald Everett,TE,57,42,0.7368,0.0804,0.0877,4.9649,0.8006,6.8596,-0.0637,149
45052,Noah Brown,WR,45,27,0.6,0.1445,0.1333,13.3556,0.6642,11.4,-0.0642,150
52441,Tee Higgins,WR,67,39,0.5821,0.3019,0.2836,12.3433,0.6491,9.2388,-0.067,151
52513,Adam Trautman,TE,30,21,0.7,0.1112,0.0333,6.6667,0.7674,6.5333,-0.0674,152
53463,Elijah Moore,WR,84,50,0.5952,0.1399,0.131,11.9524,0.6759,7.0476,-0.0806,153
56075,DeMario Douglas,WR,52,29,0.5577,0.2441,0.2308,11.5192,0.6415,8.0192,-0.0838,154
53549,Rhamondre Stevenson,RB,34,25,0.7353,0.0838,0.0588,1.9706,0.8191,4.5588,-0.0838,155
55946,Tyjae Spears,RB,33,23,0.697,0.1557,0.1515,2.8485,0.7823,5.0,-0.0854,156
44860,Joe Mixon,RB,39,31,0.7949,0.0452,0.0256,-1.0769,0.8805,4.3077,-0.0856,157
39989,Robert Woods,WR,59,35,0.5932,0.2323,0.2034,10.8136,0.6821,6.5932,-0.0889,158
56056,Trey Palmer,WR,55,30,0.5455,0.3104,0.2727,13.0727,0.6353,6.4,-0.0899,159
55904,Jonathan Mingo,WR,67,33,0.4925,0.1685,0.1642,11.9254,0.5954,5.6716,-0.1028,160
54477,Jameson Williams,WR,33,18,0.5455,0.2764,0.2727,18.303,0.65,10.9394,-0.1045,161
47885,Alexander Mattison,RB,31,21,0.6774,0.0223,0.0,1.9032,0.7855,4.871,-0.1081,162
46705,Allen Lazard,WR,45,23,0.5111,0.2891,0.2444,12.4444,0.6245,6.9111,-0.1134,163
45573,Austin Ekeler,RB,49,34,0.6939,0.0291,0.0204,0.9796,0.8162,5.2653,-0.1224,164
55872,Bijan Robinson,RB,59,40,0.678,0.1021,0.0678,1.5254,0.8067,6.7627,-0.1287,165
53478,Rondale Moore,WR,44,28,0.6364,0.1595,0.1591,8.1136,0.7659,7.3864,-0.1296,166
46243,Marquez Valdes-Scantling,WR,37,20,0.5405,0.1799,0.1622,17.7838,0.6717,8.3514,-0.1311,167
47879,Dawson Knox,TE,31,21,0.6774,0.1689,0.1613,6.4839,0.8258,5.871,-0.1484,168
