nfl_id,player_name,player_position,targets,catches,catch_rate,avg_crp,high_pressure_pct,avg_air_yards,expected_catch_rate,avg_yards,croe_v3,rank
53439,DeVonta Smith,WR,91,68,0.7473,0.2554,0.2088,13.8022,0.694,11.1758,0.0533,20
41246,Brandin Cooks,WR,67,50,0.7463,0.3289,0.3582,11.5522,0.6934,9.3284,0.0529,21
47834,A.J. Brown,WR,136,101,0.7426,0.2573,0.2059,11.75,0.6944,10.4265,0.0483,22
44896,Chris Godwin Jr.,WR,103,72,0.699,0.2398,0.2233,10.4078,0.6519,9.466,0.0471,23
55938,Jalin Hyatt,WR,33,21,0.6364,0.3964,0.4545,19.5758,0.5893,10.7273,0.047,24
41233,Mike Evans,WR,118,76,0.6441,0.2707,0.2034,14.4322,0.5973,10.322,0.0467,25
54517,George Pickens,WR,88,59,0.6705,0.2894,0.3182,12.9545,0.6239,12.5341,0.0465,26
40488,Adam Thielen,WR,122,91,0.7459,0.2104,0.2049,8.4016,0.7003,7.8361,0.0456,27
48097,Jakobi Meyers,WR,88,60,0.6818,0.2975,0.3068,10.6705,0.6366,8.7727,0.0452,28
42412,Tyler Lockett,WR,97,72,0.7423,0.2362,0.2165,11.4845,0.6975,9.0412,0.0448,29
55887,Jordan Addison,WR,88,66,0.75,0.23,0.1932,12.1136,0.7059,10.2159,0.0441,30
43336,Michael Thomas,WR,56,39,0.6964,0.3647,0.3571,9.875,0.6552,8.0,0.0412,31
55915,Jayden Reed,WR,69,47,0.6812,0.2061,0.1594,13.2174,0.6417,10.3188,0.0395,32
46830,Brandon Powell,WR,38,26,0.6842,0.2393,0.1842,9.0263,0.649,8.0263,0.0353,33
41238,Odell Beckham,WR,55,35,0.6364,0.2296,0.2182,13.4909,0.6038,10.3273,0.0326,34
53506,Josh Palmer,WR,49,32,0.6531,0.3182,0.2653,12.2857,0.622,11.2245,0.031,35
56220,Malik Heath,WR,22,14,0.6364,0.2993,0.3182,8.9091,0.6055,5.5909,0.0308,36
52615,Isaiah Hodgins,WR,32,21,0.6562,0.2749,0.2188,8.375,0.6261,7.625,0.0301,37
52536,Gabe Davis,WR,65,42,0.6462,0.2602,0.2308,14.6615,0.6169,10.6769,0.0292,38
53541,Amon-Ra St. Brown,WR,136,101,0.7426,0.2295,0.1912,9.4412,0.7137,10.3015,0.029,39
43344,Tyler Boyd,WR,74,56,0.7568,0.2693,0.2432,7.7973,0.7283,8.6757,0.0285,40
43584,Kalif Raymond,WR,33,25,0.7576,0.2058,0.1515,11.303,0.7324,11.2424,0.0252,41
53435,Jaylen Waddle,WR,82,57,0.6951,0.2581,0.3171,12.1951,0.6713,11.0854,0.0238,42
54597,Romeo Doubs,WR,82,54,0.6585,0.3171,0.2805,12.622,0.6366,7.9634,0.0219,43
56024,Dontayvion Wicks,WR,47,33,0.7021,0.1704,0.1489,11.1489,0.682,11.2553,0.0201,44
43454,Tyreek Hill,WR,128,91,0.7109,0.2408,0.2188,13.6641,0.6923,12.6328,0.0187,45
46109,Courtland Sutton,WR,81,57,0.7037,0.2775,0.2469,11.5679,0.6855,9.0,0.0182,46
42489,Stefon Diggs,WR,123,84,0.6829,0.2389,0.2276,10.6992,0.6678,8.2683,0.0151,47
53074,Nick Westbrook-Ikhine,WR,38,27,0.7105,0.2351,0.2105,11.1316,0.6965,9.5,0.014,48
40024,Keenan Allen,WR,128,95,0.7422,0.175,0.1641,10.6172,0.7298,9.3906,0.0124,49
56042,Puka Nacua,WR,128,88,0.6875,0.2454,0.2266,10.3828,0.6765,10.6797,0.011,50
46116,Christian Kirk,WR,68,48,0.7059,0.1971,0.1618,11.5588,0.6953,10.3676,0.0105,51
43396,Chris Moore,WR,28,19,0.6786,0.3727,0.3929,16.3929,0.6719,11.4286,0.0066,52
43663,Alex Erickson,WR,24,16,0.6667,0.1436,0.1667,10.5833,0.6608,9.4583,0.0059,53
44930,Josh Reynolds,WR,55,36,0.6545,0.2602,0.2364,12.1273,0.6491,10.8364,0.0054,54
44852,Curtis Samuel,WR,66,49,0.7424,0.2676,0.2576,8.0,0.737,7.8939,0.0054,55
47859,Terry McLaurin,WR,109,68,0.6239,0.3511,0.3394,13.0,0.6187,8.5596,0.0051,56
55884,Jaxon Smith-Njigba,WR,62,41,0.6613,0.2365,0.2581,8.8387,0.6571,7.6129,0.0042,57
54475,Garrett Wilson,WR,137,85,0.6204,0.3062,0.2774,10.2628,0.6167,7.2993,0.0037,58
52423,Jerry Jeudy,WR,67,44,0.6567,0.2596,0.2239,14.7463,0.6542,10.7761,0.0025,59
55920,Rashee Rice,WR,73,55,0.7534,0.143,0.137,7.4247,0.7527,10.5753,0.0007,60
46095,Calvin Ridley,WR,111,66,0.5946,0.269,0.2342,13.8018,0.5948,8.4234,-0.0002,61
44874,JuJu Smith-Schuster,WR,34,22,0.6471,0.3091,0.3235,9.7353,0.6486,6.7353,-0.0015,62
55133,Rashid Shaheed,WR,54,36,0.6667,0.2487,0.2407,15.2037,0.6694,12.1111,-0.0027,63
46150,Michael Gallup,WR,49,30,0.6122,0.3558,0.3265,12.0612,0.615,8.4082,-0.0028,64
42357,DeVante Parker,WR,47,28,0.5957,0.3792,0.3617,13.3191,0.5986,7.7234,-0.0028,65
47808,Marquise Brown,WR,80,47,0.5875,0.3531,0.3875,12.375,0.591,6.625,-0.0035,66
47954,Darius Slayton,WR,65,44,0.6769,0.2344,0.1846,12.5846,0.6813,10.3538,-0.0044,67
47847,DK Metcalf,WR,93,60,0.6452,0.2909,0.2796,12.4301,0.6506,11.0,-0.0055,68
53434,Ja'Marr Chase,WR,105,71,0.6762,0.274,0.2381,11.0667,0.6819,10.0286,-0.0058,69
44931,Mack Hollins,WR,27,18,0.6667,0.1587,0.1481,13.1481,0.6729,9.2963,-0.0063,70
46130,D.J. Chark,WR,51,30,0.5882,0.2827,0.2157,14.902,0.5967,9.3529,-0.0085,71
54481,Jahan Dotson,WR,69,46,0.6667,0.2668,0.2609,9.8261,0.6757,7.5362,-0.009,72
55934,Tank Dell,WR,68,46,0.6765,0.2098,0.2059,14.7353,0.6873,10.3824,-0.0108,73
44881,Cooper Kupp,WR,83,54,0.6506,0.2089,0.1928,9.0482,0.6634,8.6867,-0.0128,74
55944,Josh Downs,WR,80,58,0.725,0.2002,0.2,7.4,0.7385,8.65,-0.0135,75
54476,Chris Olave,WR,121,78,0.6446,0.2202,0.1901,13.6364,0.6581,8.7934,-0.0135,76
55886,Zay Flowers,WR,76,54,0.7105,0.137,0.1184,11.9211,0.7251,10.2237,-0.0146,77
46213,Justin Watson,WR,45,24,0.5333,0.3206,0.2444,18.1333,0.5497,9.4,-0.0164,78
48646,Greg Dortch,WR,34,22,0.6471,0.266,0.2353,9.5882,0.6704,7.9706,-0.0233,79
39973,DeAndre Hopkins,WR,110,67,0.6091,0.3247,0.3,14.7,0.6333,9.2727,-0.0242,80
54483,Treylon Burks,WR,23,12,0.5217,0.4643,0.3478,20.5217,0.5476,9.0,-0.0259,81
47842,Parris Campbell,WR,20,16,0.8,0.1177,0.15,3.9,0.8272,4.45,-0.0272,82
54508,Wan'Dale Robinson,WR,62,49,0.7903,0.0904,0.0484,5.8226,0.8215,7.6129,-0.0312,83
55885,Quentin Johnston,WR,53,29,0.5472,0.3602,0.3962,14.283,0.5788,6.8113,-0.0316,84
47849,Diontae Johnson,WR,73,42,0.5753,0.2373,0.2192,13.6301,0.607,9.0137,-0.0316,85
41282,Davante Adams,WR,150,94,0.6267,0.2027,0.1533,10.9933,0.6626,7.1667,-0.036,86
46277,Cedrick Wilson Jr.,WR,36,21,0.5833,0.2942,0.3611,11.0556,0.6206,7.6944,-0.0373,87
52465,Van Jefferson,WR,35,18,0.5143,0.2895,0.2571,17.2857,0.5547,5.9429,-0.0404,88
47819,Deebo Samuel Sr.,WR,66,44,0.6667,0.1827,0.2273,8.8788,0.708,10.6364,-0.0414,89
55998,Tyler Scott,WR,26,16,0.6154,0.2838,0.2308,12.4615,0.6578,6.2308,-0.0424,90
56071,Andrei Iosivas,WR,22,14,0.6364,0.1592,0.1818,8.3636,0.6804,5.0,-0.044,91
55939,Cedric Tillman,WR,33,19,0.5758,0.2442,0.2424,11.5152,0.6217,6.9394,-0.0459,92
53486,Tutu Atwell,WR,56,33,0.5893,0.2285,0.1786,12.5179,0.6365,8.2143,-0.0473,93
52584,K.J. Osborn,WR,61,41,0.6721,0.2707,0.2623,10.2787,0.7196,8.459,-0.0475,94
55965,Tre Tucker,WR,28,17,0.6071,0.2107,0.25,19.25,0.656,11.8929,-0.0489,95
56252,Xavier Gipson,WR,27,16,0.5926,0.255,0.2963,10.7037,0.6437,6.8519,-0.0511,96
53456,Rashod Bateman,WR,50,30,0.6,0.2449,0.2,14.16,0.6512,6.88,-0.0512,97
54518,Alec Pierce,WR,60,32,0.5333,0.4185,0.45,14.95,0.5849,8.8167,-0.0516,98
44849,Zay Jones,WR,53,30,0.566,0.2728,0.2075,12.8491,0.6178,5.3774,-0.0518,99
54499,Christian Watson,WR,44,25,0.5682,0.209,0.1818,15.5909,0.6229,8.4091,-0.0547,100
52625,Jauan Jennings,WR,27,18,0.6667,0.148,0.1481,10.4074,0.7234,9.7037,-0.0567,101
46992,KhaDarel Hodge,WR,21,14,0.6667,0.1252,0.0952,14.2381,0.728,11.0476,-0.0613,102
52581,Darnell Mooney,WR,41,23,0.561,0.286,0.2683,12.3415,0.6229,9.4878,-0.0619,103
45052,Noah Brown,WR,45,27,0.6,0.1445,0.1333,13.3556,0.6642,11.4,-0.0642,104
52441,Tee Higgins,WR,67,39,0.5821,0.3019,0.2836,12.3433,0.6491,9.2388,-0.067,105
53463,Elijah Moore,WR,84,50,0.5952,0.1399,0.131,11.9524,0.6759,7.0476,-0.0806,106
56075,DeMario Douglas,WR,52,29,0.5577,0.2441,0.2308,11.5192,0.6415,8.0192,-0.0838,107
54603,Calvin Austin III,WR,20,10,0.5,0.3976,0.4,14.25,0.5871,7.5,-0.0871,108
39989,Robert Woods,WR,59,35,0.5932,0.2323,0.2034,10.8136,0.6821,6.5932,-0.0889,109
56056,Trey Palmer,WR,55,30,0.5455,0.3104,0.2727,13.0727,0.6353,6.4,-0.0899,110
55904,Jonathan Mingo,WR,67,33,0.4925,0.1685,0.1642,11.9254,0.5954,5.6716,-0.1028,111
54477,Jameson Williams,WR,33,18,0.5455,0.2764,0.2727,18.303,0.65,10.9394,-0.1045,112
47932,Hunter Renfrow,WR,29,18,0.6207,0.18,0.1724,7.8966,0.7276,7.7241,-0.1069,113
53488,Terrace Marshall Jr.,WR,24,15,0.625,0.1071,0.125,9.4583,0.7373,5.25,-0.1123,114
46705,Allen Lazard,WR,45,23,0.5111,0.2891,0.2444,12.4444,0.6245,6.9111,-0.1134,115
53478,Rondale Moore,WR,44,28,0.6364,0.1595,0.1591,8.1136,0.7659,7.3864,-0.1296,116
46243,Marquez Valdes-Scantling,WR,37,20,0.5405,0.1799,0.1622,17.7838,0.6717,8.3514,-0.1311,117
54519,Skyy Moore,WR,28,17,0.6071,0.1782,0.1786,9.9286,0.7705,7.3571,-0.1633,118
53449,Kadarius Toney,WR,22,14,0.6364,0.08,0.0,6.3636,0.8011,5.6364,-0.1648,119
48556,Jalen Guyton,WR,20,9,0.45,0.2211,0.2,10.95,0.6169,3.75,-0.1669,120
54509,John Metchie III,WR,26,13,0.5,0.1599,0.1154,10.0385,0.7028,5.7308,-0.2028,121
53512,Tommy Tremble,TE,27,22,0.8148,0.204,0.2593,7.037,0.6784,6.9259,0.1364,1
46797,Tanner Hudson,TE,44,36,0.8182,0.24,0.2045,6.3182,0.7161,8.0227,0.1021,2
56027,Will Mallory,TE,21,16,0.7619,0.3497,0.2857,7.619,0.6969,9.619,0.065,3
52451,Cole Kmet,TE,76,64,0.8421,0.177,0.1711,6.9474,0.779,8.8289,0.0632,4
55943,Tucker Kraft,TE,33,28,0.8485,0.1299,0.1212,5.303,0.79,10.0909,0.0585,5
47835,Drew Sample,TE,23,21,0.913,0.0192,0.0,0.5217,0.8614,6.7391,0.0516,6
43324,Hunter Henry,TE,56,40,0.7143,0.3561,0.2857,8.6607,0.6687,7.125,0.0455,7
41349,Logan Thomas,TE,68,52,0.7647,0.2704,0.25,6.5588,0.7211,6.75,0.0436,8
44835,Evan Engram,TE,112,91,0.8125,0.174,0.1429,6.1786,0.7692,7.6964,0.0433,9
54520,Trey McBride,TE,82,66,0.8049,0.2143,0.1707,7.5976,0.7638,8.3537,0.041,10
52541,Colby Parkinson,TE,29,23,0.7931,0.2335,0.2069,6.5862,0.7526,7.2759,0.0405,11
47920,Foster Moreau,TE,24,20,0.8333,0.1885,0.25,5.0833,0.7968,7.7917,0.0365,12
52942,Juwan Johnson,TE,48,34,0.7083,0.2316,0.1875,7.9167,0.6743,6.8542,0.0341,13
48456,Donald Parham,TE,38,26,0.6842,0.2704,0.2368,7.9737,0.6515,7.3158,0.0328,14
46155,Mark Andrews,TE,54,41,0.7593,0.2435,0.2222,8.2963,0.7285,9.9074,0.0308,15
46226,Tyler Conklin,TE,74,57,0.7703,0.2148,0.2027,7.3378,0.7405,7.9865,0.0297,16
53591,Noah Gray,TE,38,28,0.7368,0.1712,0.1579,6.6053,0.7081,7.8421,0.0288,17
55899,Sam LaPorta,TE,112,83,0.7411,0.19,0.1696,7.375,0.7126,8.2054,0.0284,18
39983,Zach Ertz,TE,34,25,0.7353,0.2351,0.2941,7.6471,0.7102,5.4412,0.0251,19
46192,Durham Smythe,TE,42,35,0.8333,0.1438,0.119,6.7381,0.8102,8.7143,0.0232,20
55889,Dalton Kincaid,TE,78,65,0.8333,0.138,0.1154,6.1282,0.8116,7.9359,0.0217,21
45094,Johnny Mundt,TE,20,16,0.8,0.2571,0.3,4.95,0.781,8.2,0.019,22
47852,Josh Oliver,TE,23,20,0.8696,0.0926,0.087,3.1304,0.851,9.2609,0.0186,23
54577,Daniel Bellinger,TE,27,24,0.8889,0.1136,0.1481,4.7037,0.8707,9.7037,0.0182,24
44912,Jonnu Smith,TE,54,40,0.7407,0.2071,0.2037,7.0556,0.7241,8.0926,0.0167,25
40011,Travis Kelce,TE,96,75,0.7812,0.1632,0.1667,7.8333,0.7656,8.9896,0.0157,26
47791,T.J. Hockenson,TE,117,91,0.7778,0.2285,0.2137,8.0342,0.7633,7.8718,0.0145,27
47803,Noah Fant,TE,40,31,0.775,0.1861,0.15,7.3,0.7625,10.1,0.0125,28
46206,Dalton Schultz,TE,77,55,0.7143,0.149,0.1169,7.9091,0.7064,7.7532,0.0079,29
42547,Darren Waller,TE,68,50,0.7353,0.2007,0.1912,7.8824,0.7329,7.7059,0.0023,30
53433,Kyle Pitts,TE,79,50,0.6329,0.2306,0.1772,11.8861,0.6315,7.2405,0.0014,31
46111,Mike Gesicki,TE,38,28,0.7368,0.2598,0.2368,7.9474,0.7362,6.1316,0.0007,32
54594,Jake Ferguson,TE,87,64,0.7356,0.2165,0.2069,6.1724,0.7401,8.5632,-0.0044,33
46118,Dallas Goedert,TE,60,44,0.7333,0.225,0.2333,7.0833,0.7391,8.2667,-0.0058,34
43399,Tyler Higbee,TE,59,43,0.7288,0.1878,0.1525,6.6441,0.7348,7.8814,-0.006,35
54571,Cade Otton,TE,62,45,0.7258,0.1716,0.1452,6.371,0.7413,7.0,-0.0155,36
54608,Chig Okonkwo,TE,60,45,0.75,0.1916,0.2167,7.9667,0.7689,7.85,-0.0189,37
44959,George Kittle,TE,83,62,0.747,0.2126,0.1928,9.7831,0.7685,12.0482,-0.0215,38
55900,Michael Mayer,TE,36,27,0.75,0.1595,0.1389,6.1667,0.7719,8.8611,-0.0219,39
54604,Isaiah Likely,TE,35,27,0.7714,0.1535,0.1429,7.5714,0.7988,11.0571,-0.0274,40
55907,Luke Musgrave,TE,37,26,0.7027,0.088,0.0541,8.2973,0.732,7.5135,-0.0293,41
43370,Austin Hooper,TE,30,24,0.8,0.0997,0.0667,4.3667,0.8335,7.4333,-0.0335,42
53484,Pat Freiermuth,TE,39,29,0.7436,0.2022,0.1795,7.4872,0.7841,7.8205,-0.0405,43
53556,Kylen Granson,TE,43,27,0.6279,0.2558,0.3256,9.8372,0.6774,8.6047,-0.0495,44
44841,David Njoku,TE,96,64,0.6667,0.2462,0.25,5.8125,0.7205,8.0521,-0.0538,45
54673,Connor Heyward,TE,28,21,0.75,0.1642,0.1786,4.8571,0.8083,5.6071,-0.0583,46
46167,Jordan Akins,TE,20,14,0.7,0.2317,0.2,5.95,0.7585,6.45,-0.0585,47
44856,Gerald Everett,TE,57,42,0.7368,0.0804,0.0877,4.9649,0.8006,6.8596,-0.0637,48
52513,Adam Trautman,TE,30,21,0.7,0.1112,0.0333,6.6667,0.7674,6.5333,-0.0674,49
53553,John Bates,TE,24,16,0.6667,0.1631,0.1667,8.0,0.7408,6.375,-0.0742,50
52659,Stephen Sullivan,TE,22,12,0.5455,0.2195,0.1364,10.9091,0.6289,5.6818,-0.0835,51
46094,Hayden Hurst,TE,27,17,0.6296,0.182,0.1481,7.8519,0.7324,6.4074,-0.1028,52
47879,Dawson Knox,TE,31,21,0.6774,0.1689,0.1613,6.4839,0.8258,5.871,-0.1484,53
44820,Christian McCaffrey,RB,57,50,0.8772,0.1162,0.0877,3.3684,0.7849,7.7018,0.0923,1
54556,Rachaad White,RB,52,48,0.9231,0.0417,0.0192,0.8846,0.8381,7.7885,0.085,2
44927,Samaje Perine,RB,44,42,0.9545,0.0348,0.0227,0.75,0.878,8.5227,0.0766,3
53579,Kenneth Gainwell,RB,30,28,0.9333,0.0405,0.0333,1.5,0.8592,5.6,0.0742,4
44917,James Conner,RB,23,19,0.8261,0.1183,0.1304,1.2174,0.7522,5.6087,0.0739,5
52474,Antonio Gibson,RB,41,37,0.9024,0.0697,0.0732,1.7317,0.8347,7.0732,0.0677,6
54716,Isiah Pacheco,RB,32,28,0.875,0.0113,0.0,-0.75,0.8085,5.3125,0.0665,7
53555,Chuba Hubbard,RB,38,36,0.9474,0.0247,0.0263,-0.5789,0.8883,6.0263,0.059,8
44879,Alvin Kamara,RB,64,55,0.8594,0.1173,0.0781,1.4375,0.803,6.0312,0.0564,9
53453,Najee Harris,RB,30,27,0.9,0.1105,0.1,0.7333,0.8468,5.4667,0.0532,10
54563,Brian Robinson,RB,27,24,0.8889,0.1122,0.1111,0.8148,0.8432,8.6296,0.0457,11
55980,Roschon Johnson,RB,26,23,0.8846,0.0,0.0,0.0,0.843,6.5,0.0416,12
54528,James Cook,RB,42,35,0.8333,0.1254,0.0952,4.0476,0.8194,9.7381,0.0139,13
53454,Travis Etienne,RB,40,35,0.875,0.0636,0.075,1.85,0.8611,8.075,0.0139,14
46071,Saquon Barkley,RB,41,31,0.7561,0.1206,0.122,3.7805,0.7484,6.2683,0.0077,15
47911,Tony Pollard,RB,49,39,0.7959,0.1302,0.102,1.7755,0.791,4.7347,0.0049,16
54905,Jaylen Warren,RB,42,36,0.8571,0.1034,0.0952,-0.6429,0.8553,4.7381,0.0019,17
55876,Jahmyr Gibbs,RB,51,40,0.7843,0.0876,0.0588,1.6078,0.7915,4.3922,-0.0072,18
52443,D'Andre Swift,RB,30,24,0.8,0.0605,0.0667,2.2,0.8076,3.9,-0.0076,19
47836,Miles Sanders,RB,30,23,0.7667,0.0622,0.0,1.3,0.7768,4.3,-0.0101,20
54506,Kenneth Walker III,RB,21,17,0.8095,0.0258,0.0476,-1.0476,0.8206,7.7143,-0.0111,21
41325,Jerick McKinnon,RB,22,17,0.7727,0.07,0.0909,1.4091,0.7839,5.6364,-0.0112,22
53536,Michael Carter,RB,28,23,0.8214,0.0237,0.0357,1.0714,0.8344,3.5714,-0.013,23
54501,Breece Hall,RB,58,47,0.8103,0.0574,0.0172,1.1724,0.8281,7.5517,-0.0177,24
40129,Latavius Murray,RB,20,16,0.8,0.0666,0.05,1.45,0.8262,5.65,-0.0262,25
52470,AJ Dillon,RB,21,17,0.8095,0.0161,0.0,0.9524,0.838,9.1429,-0.0285,26
55917,Zach Charbonnet,RB,33,27,0.8182,0.0483,0.0606,-0.1515,0.8497,4.0303,-0.0316,27
54621,Jerome Ford,RB,44,33,0.75,0.1139,0.1136,1.6591,0.7819,6.9773,-0.0319,28
53464,Javonte Williams,RB,41,34,0.8293,0.0078,0.0,-0.3659,0.8677,4.4878,-0.0384,29
47857,Devin Singletary,RB,26,20,0.7692,0.0842,0.1154,1.6538,0.816,5.0,-0.0468,30
43293,Ezekiel Elliott,RB,34,26,0.7647,0.1484,0.1471,1.7353,0.8174,4.9412,-0.0527,31
47807,Josh Jacobs,RB,37,28,0.7568,0.0588,0.0541,1.5405,0.8163,7.3514,-0.0595,32
52494,Zack Moss,RB,29,23,0.7931,0.0442,0.0345,0.8276,0.8562,6.1379,-0.0631,33
53549,Rhamondre Stevenson,RB,34,25,0.7353,0.0838,0.0588,1.9706,0.8191,4.5588,-0.0838,34
55946,Tyjae Spears,RB,33,23,0.697,0.1557,0.1515,2.8485,0.7823,5.0,-0.0854,35
44860,Joe Mixon,RB,39,31,0.7949,0.0452,0.0256,-1.0769,0.8805,4.3077,-0.0856,36
44995,Aaron Jones,RB,23,16,0.6957,0.0413,0.0435,0.8261,0.7836,5.6087,-0.088,37
56395,Emari Demercado,RB,25,20,0.8,0.0065,0.0,0.88,0.8987,4.24,-0.0987,38
47885,Alexander Mattison,RB,31,21,0.6774,0.0223,0.0,1.9032,0.7855,4.871,-0.1081,39
54629,Kyren Williams,RB,29,18,0.6207,0.1015,0.069,2.8276,0.7316,4.3448,-0.1109,40
45573,Austin Ekeler,RB,49,34,0.6939,0.0291,0.0204,0.9796,0.8162,5.2653,-0.1224,41
55872,Bijan Robinson,RB,59,40,0.678,0.1021,0.0678,1.5254,0.8067,6.7627,-0.1287,42
47896,Justice Hill,RB,24,15,0.625,0.089,0.0833,3.625,0.7634,6.5,-0.1384,43
